attendance,study_hours,sleep_hours,screen_time,assignment_load,exam_frequency,social_interaction,burnout_level
88.45,4.63,4.38,5.35,5,4,5.32,0
97.24,3.91,5.25,5.53,4,3,9.69,0
92.48,4.8,7.35,7.07,5,1,3.18,0
62.37,5.49,8.44,8.2,2,3,7.49,0
72.53,7.72,6.3,2.27,1,5,7.8,0
56.46,3.44,7.03,6.75,4,4,2.99,0
97.7,4.47,4.94,3.49,4,4,5.51,0
80.31,8.66,8.02,4.77,2,2,4.15,0
61.43,4.03,8.84,4.78,5,4,7.95,0
83.59,5.4,5.34,5.75,2,1,6.6,0
80.91,9.05,6.47,4.67,4,1,5.28,0
67.91,4.08,4.43,2.86,2,1,8.01,0
55.68,3.58,6.8,3.17,4,5,3.12,0
83.58,6.39,6.51,2.27,5,4,7.78,0
76.02,5.12,4.72,5.76,1,4,8.79,0
88.62,6.94,6.21,9.64,1,1,8.91,0
76.01,8.63,5.67,2.93,2,2,8.05,0
92.61,3.96,6.61,9.57,4,2,4.67,0
77.6,7.06,6.93,7.87,1,4,9.84,0
78.05,6.54,4.04,7.1,4,4,4.42,0
93.83,4.01,7.81,7.16,5,3,6.75,0
70.17,7.37,7.57,8.61,2,4,2.45,0
56.7,4.92,5.83,2.86,4,1,9.82,0
51.44,6.41,4.26,6.04,2,5,7.34,0
87.76,3.58,7.77,7.58,4,4,7.78,0
81.02,6.22,8.78,6.69,4,4,1.59,0
85.2,5.15,5.2,8.66,5,1,7.87,0
60.65,8.76,5.62,2.58,2,3,7.97,0
56.82,3.4,4.92,7.53,3,4,7.05,0
50.73,5.93,6.88,6.27,4,2,3.63,0
67.53,6.21,4.77,5.03,4,2,5.41,0
79.5,8.08,5.78,4.72,1,2,1.99,0
69.61,7.02,7.49,6.97,2,5,5.24,0
71.87,7.67,6.8,9.13,3,5,3.19,0
95.21,8.44,5.93,5.97,5,4,4.14,0
67.41,9.04,6.1,8.6,3,4,2.46,0
75.7,5.2,6.81,5.22,5,4,3.07,0
89.18,6.77,4.03,2.82,3,5,1.69,0
69.83,8.88,4.39,2.49,3,4,9.28,0
81.1,9.93,8.41,2.41,2,1,5.77,0
93.12,9.23,4.39,5.04,1,3,4.57,0
97.48,5.6,7.53,4.7,3,2,5.82,0
57.35,4.37,8.6,7.74,4,2,6.65,0
96.33,6.43,5.35,7.94,4,1,9.3,0
74.61,8.19,5.85,2.41,4,4,2.61,0
62.91,6.45,6.84,3.77,1,5,3.66,0
72.96,6.38,8.41,4.19,3,4,9.78,0
99.0,8.87,8.71,6.38,5,4,4.34,0
74.63,5.53,7.7,3.16,5,2,1.2,0
66.44,9.02,4.43,3.07,2,2,2.33,0
81.67,5.85,7.35,9.55,1,5,1.24,0
62.01,5.3,6.05,8.43,3,2,9.91,0
53.79,6.18,6.35,3.45,4,4,3.51,0
56.44,8.34,4.25,5.25,1,1,9.31,0
56.4,3.88,4.96,4.84,1,5,9.96,0
57.6,4.37,7.95,8.33,3,1,6.4,0
56.94,9.66,6.27,6.08,2,4,1.3,0
82.04,4.23,5.51,3.02,2,5,1.73,0
59.09,6.97,5.92,7.91,2,1,5.33,0
67.28,7.06,8.27,5.18,4,5,4.66,0
94.84,6.43,7.74,4.1,4,4,6.46,0
73.7,7.51,5.36,5.0,3,5,4.95,0
83.38,4.61,4.59,5.98,2,4,9.41,0
58.62,6.87,5.26,4.74,3,5,5.81,0
59.61,5.61,8.6,3.94,2,5,7.24,0
52.04,7.63,6.91,5.19,1,2,9.07,0
58.45,3.99,6.67,2.15,5,4,2.32,0
63.93,7.0,6.98,8.18,5,3,3.07,0
58.85,4.3,5.83,3.37,2,5,1.97,0
54.44,4.95,8.04,2.35,3,1,2.26,0
56.03,4.53,6.62,7.23,4,2,5.61,0
73.04,4.28,4.58,8.19,2,2,3.89,0
60.32,8.78,4.65,8.51,2,5,4.81,0
68.21,5.0,6.68,5.95,4,3,9.84,0
75.17,9.49,8.68,3.64,2,2,2.41,0
84.52,9.79,5.54,7.9,1,4,5.87,0
51.97,7.0,8.35,7.6,4,5,1.89,0
89.97,4.0,7.82,3.97,1,5,3.87,0
81.4,5.62,5.24,9.23,5,3,5.75,0
54.09,8.58,4.18,2.83,4,4,9.52,0
93.68,5.57,4.51,9.86,4,4,4.52,0
96.04,3.61,7.64,8.88,3,3,1.58,0
53.05,6.9,5.0,7.5,3,1,4.49,0
63.84,8.92,5.86,9.51,4,4,2.31,0
90.31,8.57,6.51,7.78,5,1,3.07,0
87.41,4.23,7.63,3.52,2,1,6.56,0
59.23,7.71,4.57,5.54,3,5,1.61,0
60.47,4.54,6.03,2.57,5,5,5.18,0
68.52,4.53,6.43,5.12,5,2,6.49,0
74.23,9.12,6.7,7.93,3,5,4.8,0
80.91,4.75,8.09,5.09,2,4,1.17,0
68.45,4.84,4.86,4.64,3,4,9.87,0
73.13,3.0,8.04,6.76,5,1,4.3,0
87.37,9.09,7.46,8.98,1,4,8.01,0
51.83,8.55,6.78,2.38,3,5,3.93,0
62.62,7.39,7.5,5.08,5,5,5.28,0
85.67,8.25,6.06,3.27,3,5,4.5,0
94.76,4.06,4.69,7.56,5,3,4.08,0
75.58,6.21,7.33,2.85,2,4,1.2,0
76.61,5.46,6.62,7.32,5,2,4.24,0
55.36,3.66,7.2,4.29,4,4,9.01,0
72.37,6.4,5.69,3.59,1,4,7.21,0
76.63,9.45,8.53,9.49,5,3,2.31,0
62.12,3.28,6.94,2.15,3,4,6.32,0
63.46,5.04,4.43,5.5,3,1,9.03,0
68.86,4.45,6.25,2.17,5,5,7.3,0
51.0,4.67,7.78,5.87,4,5,2.34,0
66.1,9.36,7.97,6.01,5,3,8.81,0
60.57,6.28,6.47,4.57,2,5,3.71,0
66.37,6.26,8.47,3.06,4,1,5.09,0
55.99,8.32,5.34,5.01,5,3,5.74,0
94.53,4.08,6.05,7.38,1,2,8.65,0
79.68,6.41,8.49,8.26,4,5,9.38,0
83.96,6.01,8.48,6.25,5,4,9.37,0
89.46,7.18,7.43,6.72,1,1,1.07,0
74.92,10.0,8.29,3.6,5,1,9.3,0
54.35,8.39,4.44,4.3,2,5,1.49,0
76.86,5.79,8.32,3.3,3,2,3.39,0
79.34,8.79,5.6,3.99,5,4,5.63,0
87.27,4.19,4.89,3.8,4,2,5.32,0
71.58,3.21,5.2,6.16,5,2,6.44,0
56.38,4.43,6.09,6.5,5,5,5.32,0
64.19,5.38,5.26,9.56,5,4,9.41,0
68.15,6.57,5.6,3.56,5,5,3.16,0
82.3,7.31,4.67,7.13,4,5,3.47,0
78.54,9.37,5.48,8.54,4,1,9.29,0
67.8,6.57,6.86,6.48,5,5,1.69,0
99.33,6.51,6.21,4.04,3,3,6.49,0
80.29,3.35,5.73,4.1,5,4,7.14,0
61.86,3.24,7.73,2.31,4,1,5.55,0
55.09,6.86,8.47,4.44,2,4,7.25,0
57.64,6.07,7.78,7.96,5,1,2.55,0
62.3,8.87,5.66,2.38,5,3,8.67,0
58.03,4.12,7.72,3.75,5,5,2.26,0
59.33,3.17,4.76,7.65,5,1,4.61,0
64.25,6.14,4.65,8.26,1,1,1.68,0
58.67,4.66,5.73,5.64,5,1,5.91,0
94.84,3.35,8.04,7.58,4,3,7.03,0
54.01,8.07,5.23,5.1,4,4,9.47,0
76.23,3.78,4.32,3.28,1,3,7.65,0
70.52,7.26,4.66,5.19,5,1,5.87,0
99.12,4.97,8.29,6.64,3,1,9.39,0
55.6,4.21,7.17,9.58,5,5,5.31,0
69.89,5.66,5.27,2.55,4,3,6.05,0
98.47,8.61,6.78,6.06,2,3,6.36,0
93.28,5.74,6.64,4.63,2,2,4.69,0
90.85,8.26,7.28,6.07,3,4,8.55,0
62.9,3.88,5.17,2.19,5,2,2.67,0
58.54,8.41,8.32,4.5,1,2,5.99,0
83.43,4.66,5.55,8.56,5,4,7.5,0
96.47,7.74,7.47,6.43,3,5,9.14,0
77.84,6.96,4.08,5.6,3,5,8.96,0
78.58,9.5,5.86,4.28,3,4,5.58,0
64.0,5.71,5.76,4.38,2,4,6.79,0
88.47,3.46,6.72,5.06,5,3,4.55,0
59.35,3.13,4.36,8.68,5,3,5.21,0
66.18,8.79,7.95,9.74,1,3,9.16,0
71.27,6.67,5.09,5.51,3,3,9.38,0
75.38,8.43,7.39,5.15,3,1,9.06,0
62.12,4.64,8.02,8.77,4,1,2.25,0
55.74,5.42,6.81,5.42,4,5,8.65,0
80.53,3.21,7.7,6.42,2,1,9.54,0
64.43,9.73,7.31,3.85,5,1,4.25,0
79.06,7.68,5.78,7.95,1,3,5.67,0
57.72,9.53,8.04,6.26,1,3,8.01,0
74.06,4.86,5.47,8.47,3,4,6.06,0
76.63,7.28,6.86,8.25,1,3,9.94,0
52.59,7.75,7.73,3.72,3,4,5.1,0
66.83,5.22,5.89,7.73,5,4,7.43,0
56.72,8.94,5.51,8.4,1,1,8.13,0
53.17,9.63,6.3,4.77,3,3,5.45,0
99.5,9.19,8.09,3.38,5,1,8.71,0
66.12,8.17,8.65,2.02,5,3,5.92,0
90.49,4.94,6.73,5.61,3,1,4.7,0
62.73,4.97,7.31,4.82,3,1,1.97,0
84.08,9.74,8.52,6.44,2,1,4.54,0
88.01,3.07,4.49,3.5,5,5,7.61,0
79.78,8.01,5.16,8.88,3,1,9.29,0
73.58,7.94,7.54,4.06,5,2,3.27,0
70.59,7.36,8.12,3.81,1,2,4.2,0
67.44,9.93,8.29,5.85,4,2,2.39,0
96.48,5.18,6.08,5.99,4,4,7.22,0
91.53,5.38,4.45,3.72,3,1,9.64,0
98.25,3.55,6.19,4.17,3,2,6.77,0
56.21,6.1,5.15,3.36,5,4,6.55,0
86.54,4.83,5.46,7.75,3,2,5.98,0
96.92,5.4,7.86,8.16,5,3,1.8,0
59.06,8.84,4.38,5.7,3,5,7.57,0
53.32,9.55,8.14,7.71,5,1,6.42,0
87.06,4.3,6.14,7.89,3,5,6.95,0
78.72,5.61,6.98,3.11,2,5,9.09,0
92.09,9.5,4.45,9.73,5,3,8.06,0
56.99,3.43,5.69,8.57,2,3,8.03,0
89.76,3.65,4.45,3.64,2,3,9.34,0
60.08,4.14,8.81,3.49,2,4,9.91,0
58.18,7.17,8.04,3.01,2,2,6.23,0
58.21,4.05,6.3,3.11,1,1,1.98,0
90.73,9.78,5.12,7.99,4,3,5.13,0
83.26,6.13,8.67,5.76,1,1,8.09,0
76.15,6.51,5.72,8.26,3,1,1.25,0
67.94,4.73,4.8,7.97,3,1,1.51,0
93.86,6.3,6.82,6.84,4,3,1.6,0
69.62,7.63,8.72,7.49,4,3,7.58,0
90.83,8.26,4.02,2.15,4,2,5.51,0
71.96,8.28,5.19,4.49,2,3,4.32,0
68.85,7.05,8.69,7.1,1,3,1.95,0
73.13,9.33,4.86,2.07,3,1,7.59,0
65.07,8.72,4.57,2.26,1,2,3.89,0
87.38,8.3,6.85,8.82,1,5,3.39,0
75.14,3.39,8.31,7.47,1,3,6.87,0
61.61,3.05,6.39,4.12,4,3,6.03,0
94.98,4.49,8.97,7.5,4,5,4.26,0
69.19,7.64,7.4,8.34,3,1,6.77,0
77.18,5.88,4.37,4.45,3,2,3.44,0
95.32,5.82,8.96,2.29,3,1,8.15,0
81.21,9.19,6.04,9.46,1,4,3.06,0
55.84,9.27,5.44,4.76,4,3,2.43,0
96.99,9.36,6.79,2.85,2,4,8.04,0
81.39,5.2,5.52,5.93,1,3,7.37,0
66.75,7.84,4.43,8.15,5,4,2.64,0
56.96,4.9,4.01,3.77,1,5,2.05,0
89.7,4.33,6.25,4.16,4,3,8.55,0
81.0,4.29,8.18,3.94,5,3,7.99,0
76.67,5.39,6.86,9.93,1,4,3.95,0
94.69,6.01,9.0,3.58,4,2,6.92,0
89.43,8.82,5.43,6.6,4,4,2.12,0
57.58,3.84,5.4,9.4,2,3,5.56,0
65.59,8.14,4.8,3.18,1,3,1.17,0
62.42,6.72,4.82,9.77,4,2,4.52,0
87.2,5.02,5.43,9.58,3,1,1.67,0
51.68,6.45,7.96,9.08,4,2,5.28,0
78.49,5.1,8.53,3.72,2,1,4.8,0
88.12,7.17,8.88,7.07,4,3,5.0,0
93.84,6.04,5.16,8.09,1,5,1.41,0
67.1,4.15,8.41,9.89,1,5,4.25,0
91.06,3.82,5.64,3.44,5,4,7.81,0
55.53,6.83,4.56,8.13,1,2,4.32,0
92.32,9.32,8.35,4.71,5,2,7.44,0
56.37,5.41,7.18,3.41,3,5,4.33,0
69.86,8.13,4.82,5.37,2,1,4.81,0
89.86,7.61,6.15,8.35,3,2,6.08,0
57.5,9.52,5.44,5.72,5,1,9.56,0
61.46,8.75,7.68,6.3,4,1,1.98,0
86.11,6.97,6.27,9.96,4,1,1.3,0
86.0,7.6,8.95,5.19,3,1,6.47,0
82.06,9.29,4.27,6.92,4,4,9.54,0
84.7,5.8,5.78,4.92,5,4,9.91,0
77.14,5.29,6.41,5.14,2,5,5.36,0
62.59,3.08,6.52,7.57,1,4,5.21,0
67.28,8.79,5.58,9.5,5,2,6.8,0
59.08,8.61,7.65,6.34,5,4,6.0,0
95.42,3.73,8.37,8.15,1,2,6.71,0
79.17,7.04,8.69,2.71,1,2,8.87,0
70.04,6.25,8.03,3.69,2,1,7.72,0
73.1,3.83,8.25,6.02,2,5,5.47,0
97.36,9.86,6.75,2.16,2,1,5.16,0
57.67,4.5,8.13,4.02,4,1,6.76,0
79.31,3.47,5.52,6.14,5,4,5.1,0
75.29,7.16,5.99,2.12,1,4,5.12,0
80.57,8.17,5.58,4.12,5,2,1.15,0
50.91,3.23,6.34,6.11,5,4,2.57,0
93.61,7.61,5.43,6.59,2,4,5.4,0
96.61,6.73,8.81,9.41,2,3,8.4,0
78.26,3.72,5.56,7.16,5,2,3.51,0
84.83,4.21,4.49,5.32,2,2,5.7,0
96.12,6.98,6.63,9.44,4,3,4.1,0
85.36,5.07,4.29,8.28,1,2,1.94,0
57.63,9.57,4.55,3.6,5,5,9.62,0
78.81,8.73,5.1,3.05,1,5,8.69,0
80.34,9.88,6.32,7.41,4,3,1.71,0
71.21,4.82,6.17,6.48,2,4,7.48,0
86.82,9.79,8.0,8.32,3,5,4.13,0
96.72,6.02,7.7,7.91,4,3,9.95,0
96.28,5.43,6.13,7.0,3,5,3.72,0
72.54,3.35,5.67,9.89,1,1,3.15,0
55.66,3.37,5.58,6.27,5,3,6.11,0
99.24,7.84,7.87,2.9,2,2,8.52,0
91.94,6.21,4.26,8.63,4,5,2.73,0
56.23,4.59,4.06,4.01,2,2,7.38,0
96.04,7.3,7.98,8.22,3,3,1.55,0
93.49,4.77,6.39,9.66,3,5,9.27,0
75.94,7.04,4.65,7.57,5,2,1.73,0
79.56,5.51,5.18,6.77,3,4,9.23,0
69.95,8.76,8.66,5.68,5,4,5.42,0
52.74,8.74,8.3,4.92,4,1,5.03,0
66.76,6.34,7.55,4.82,5,3,9.76,0
90.14,5.46,6.41,7.09,3,2,9.91,0
50.23,5.54,6.6,8.01,1,1,6.85,0
66.67,8.64,8.88,7.43,5,3,2.14,0
69.91,5.3,8.83,3.59,2,4,5.56,0
76.87,4.46,5.08,5.95,1,2,5.76,0
95.99,3.59,8.06,8.33,5,5,5.63,0
67.32,6.27,4.99,5.81,2,4,6.13,0
67.35,6.37,5.07,6.29,1,5,1.17,0
86.88,8.89,7.38,8.17,5,5,7.4,0
72.61,4.55,6.03,7.29,4,2,7.41,0
61.23,5.67,8.66,5.27,2,2,2.04,0
72.62,8.66,4.45,9.16,4,5,6.13,0
57.04,8.77,6.56,3.3,3,1,6.12,0
58.82,5.69,8.59,9.96,5,5,7.14,0
74.92,6.21,8.52,2.95,5,5,1.77,0
70.95,5.12,4.78,2.12,2,2,6.64,0
95.74,9.53,5.83,9.12,5,3,3.53,0
68.12,3.83,7.1,3.96,3,4,5.56,0
79.03,9.54,4.8,7.84,5,2,7.96,0
81.61,7.79,8.84,8.49,1,1,7.35,0
50.65,6.72,8.57,8.87,4,4,2.07,0
83.18,3.23,4.83,9.93,3,2,6.32,0
58.9,6.33,4.61,4.35,3,2,9.72,0
98.05,5.85,4.43,7.68,4,3,2.41,0
57.43,4.13,8.55,2.92,4,1,8.68,0
70.73,7.59,4.97,5.25,3,1,7.32,0
54.27,9.8,6.08,8.78,4,2,7.97,0
99.84,6.94,6.24,4.94,2,3,3.54,0
75.11,8.0,7.0,6.73,4,2,3.59,0
79.77,3.48,4.36,6.03,1,5,9.15,0
53.35,5.92,5.13,7.17,1,5,4.24,0
87.5,3.81,8.66,9.78,2,3,1.57,0
60.5,7.29,8.54,2.45,4,2,6.41,0
94.9,9.57,7.91,6.59,1,3,2.12,0
60.26,7.63,4.1,8.9,5,2,8.17,0
59.53,3.54,5.64,5.85,4,2,6.78,0
51.83,5.48,7.14,2.63,2,5,8.87,0
73.6,6.85,5.38,6.48,4,4,8.06,0
78.24,5.82,8.55,4.66,3,1,2.01,0
53.29,8.84,7.17,3.24,3,1,4.43,0
88.78,8.7,4.36,8.79,1,3,7.97,0
72.66,7.28,8.55,6.17,3,1,4.76,0
76.22,5.61,8.79,9.47,2,5,9.75,0
72.04,4.79,4.39,8.45,1,4,7.62,0
70.04,3.74,6.66,7.54,2,2,1.14,0
77.98,5.48,5.52,2.04,2,2,8.92,0
57.76,5.89,5.96,5.42,3,5,1.91,0
59.1,7.73,4.9,3.58,3,1,2.26,0
93.09,7.61,6.89,9.29,2,2,7.61,0
97.31,3.49,8.79,3.4,3,1,8.78,0
68.67,5.77,6.52,4.29,3,5,5.83,0
63.54,4.27,4.41,6.13,3,2,3.6,0
82.2,4.1,7.1,4.11,4,3,4.16,0
70.44,8.79,5.7,3.68,2,4,4.09,0
51.27,3.29,8.28,6.79,5,1,3.94,0
57.81,5.93,6.17,2.71,2,1,3.19,0
85.8,4.18,4.96,2.47,1,1,6.48,0
82.95,9.16,4.96,4.98,3,1,9.1,0
51.35,6.9,7.84,7.77,3,5,3.76,0
61.1,4.62,5.33,6.44,5,5,2.68,0
61.55,6.52,7.84,5.38,1,5,8.55,0
83.59,8.12,5.03,6.53,4,5,7.68,0
50.99,9.71,5.61,4.92,2,2,9.38,0
55.21,4.54,6.33,9.49,4,5,2.49,0
90.0,9.2,8.72,2.44,1,2,2.3,0
58.93,9.54,8.66,7.39,5,3,5.87,0
82.64,9.41,5.03,9.13,1,5,6.53,0
61.91,7.45,5.79,8.43,5,3,5.32,0
54.97,7.41,4.75,3.47,4,5,6.39,0
62.16,5.82,6.55,4.37,4,3,2.62,0
86.11,8.27,6.3,7.74,1,4,5.32,0
92.78,6.72,8.5,2.67,1,3,6.92,0
91.51,7.74,8.65,8.49,3,2,4.89,0
69.86,6.0,5.92,7.75,5,1,7.12,0
83.4,8.12,6.46,7.84,3,3,5.06,0
60.25,8.77,8.48,2.8,2,1,4.0,0
64.66,4.03,8.03,7.74,2,4,3.73,0
94.82,8.83,4.02,7.44,1,4,4.7,0
50.65,6.78,5.6,8.65,4,2,1.21,0
54.28,8.91,6.11,2.33,2,2,7.02,0
60.39,6.02,5.15,2.18,2,3,8.61,0
51.33,5.65,5.0,4.98,3,5,4.19,0
59.07,9.41,4.19,3.19,3,4,1.41,0
79.15,4.76,7.22,6.47,2,1,9.88,0
71.07,8.91,5.31,9.34,1,5,3.37,0
94.63,6.39,4.26,5.13,3,4,2.14,0
90.87,6.6,5.15,8.76,2,3,4.33,0
67.09,5.16,8.01,2.0,4,4,7.65,0
62.97,7.01,8.26,3.35,3,2,3.65,0
68.98,5.28,6.42,2.24,2,1,6.17,0
79.51,3.27,6.08,4.63,5,1,4.74,0
63.4,4.9,8.89,9.27,3,2,2.06,0
81.21,3.04,5.0,2.78,5,5,3.97,0
70.47,9.85,5.08,6.85,3,2,7.52,0
77.6,9.76,5.46,5.61,3,1,6.51,0
71.81,5.77,4.86,9.51,5,3,2.08,0
64.72,8.1,5.9,2.98,1,5,2.47,0
97.42,5.42,8.55,3.7,2,4,6.77,0
88.18,7.7,7.08,2.24,1,3,8.32,0
57.01,8.64,6.06,5.47,1,5,4.15,0
93.42,9.63,8.67,4.22,2,1,6.36,0
74.37,5.8,4.24,8.96,4,1,2.54,0
94.73,8.48,5.05,6.84,1,3,3.8,0
89.99,4.86,6.83,6.91,1,5,1.18,0
71.26,9.93,7.08,6.26,1,4,7.91,0
51.12,3.18,4.2,2.73,4,4,4.61,0
63.43,7.22,6.02,5.56,3,2,8.35,0
77.08,7.62,7.25,10.0,5,3,7.38,0
81.67,7.82,7.49,8.68,5,5,8.46,0
62.89,3.84,7.19,9.15,4,3,3.57,0
56.97,9.57,5.6,8.59,1,4,2.67,0
91.75,4.27,4.47,2.82,5,5,9.75,0
99.22,7.36,6.14,3.82,4,1,7.46,0
76.28,4.56,4.64,2.02,2,1,8.51,0
58.58,5.15,8.74,4.43,5,5,1.12,0
63.62,6.83,6.38,2.87,2,3,4.19,0
50.92,5.92,5.59,5.78,1,3,7.69,0
95.71,4.12,7.83,7.42,5,1,1.7,0
55.89,4.2,6.49,9.0,4,1,6.11,0
78.83,5.93,5.55,7.99,3,4,4.86,0
63.7,8.3,8.06,9.51,5,5,1.16,0
77.71,9.29,8.34,2.43,5,3,3.12,0
82.57,3.59,7.37,2.1,5,4,3.56,0
91.49,5.75,4.23,7.29,5,3,2.01,0
60.32,3.7,6.83,4.31,4,1,6.68,0
50.55,3.12,7.82,4.03,4,5,3.18,0
56.84,7.63,4.68,4.65,3,2,3.5,0
95.0,7.22,5.14,4.16,4,5,9.08,0
93.69,4.14,8.41,6.09,4,2,5.2,0
79.87,4.64,4.1,5.52,1,4,4.53,0
80.03,3.17,7.76,6.1,1,2,7.51,0
83.25,8.84,6.37,7.38,2,2,9.19,0
58.77,9.82,6.23,5.1,3,4,1.23,0
95.72,3.95,4.04,4.01,1,5,5.03,0
70.94,4.62,8.1,3.33,3,4,6.5,0
69.16,9.08,5.8,4.8,3,1,3.87,0
75.95,9.49,6.7,7.93,5,1,7.95,0
52.35,5.94,7.39,8.05,3,2,9.74,0
58.31,3.35,7.51,7.34,5,4,9.49,0
86.9,3.28,8.78,3.87,2,4,3.39,0
54.14,7.02,6.66,6.7,2,4,3.04,0
80.16,5.75,6.0,6.57,2,5,9.62,0
62.27,3.2,8.77,5.87,5,3,5.13,0
69.46,7.08,7.21,6.4,5,3,2.87,0
64.43,3.08,5.49,5.93,2,3,7.36,0
67.78,8.51,4.63,6.52,5,5,3.56,0
85.95,5.15,8.21,7.72,4,4,3.41,0
64.86,3.28,5.81,2.88,4,3,8.91,0
78.32,7.12,7.3,8.0,5,4,2.46,0
73.8,5.78,6.35,3.09,5,2,1.58,0
83.18,9.82,4.99,2.53,1,3,3.42,0
96.84,6.81,7.01,9.81,1,2,6.46,0
86.63,4.93,4.3,9.66,3,5,2.11,0
60.75,7.97,6.07,2.48,3,1,5.24,0
51.56,4.9,6.73,5.55,3,5,6.65,0
63.11,9.33,6.18,3.49,2,5,8.64,0
79.75,5.62,7.74,5.88,4,5,3.07,0
52.57,6.85,8.14,8.64,2,3,8.36,0
74.82,3.35,7.86,9.6,5,2,3.11,0
79.84,5.98,4.19,7.07,1,3,7.09,0
66.71,8.83,4.97,4.83,5,1,4.88,0
88.55,8.64,6.68,6.83,5,5,2.03,0
55.33,4.57,8.67,4.5,1,4,7.43,0
53.76,4.58,8.17,9.28,5,1,2.96,0
86.41,8.72,8.21,8.96,3,2,2.59,0
74.77,9.51,5.52,6.47,1,1,4.22,0
84.42,3.67,6.15,4.6,5,3,6.88,0
71.74,6.15,6.35,4.35,3,4,3.11,0
62.32,5.36,4.79,2.27,3,3,2.65,0
90.96,9.09,4.16,8.53,4,5,1.09,0
89.97,3.58,8.73,5.6,3,5,5.24,0
84.73,4.48,5.2,4.6,2,1,4.86,0
63.61,8.27,5.2,5.77,1,5,3.1,0
79.51,3.36,4.42,8.55,1,5,1.48,0
68.05,6.45,8.64,3.0,1,2,4.86,0
54.58,6.09,6.9,8.86,5,2,8.09,0
95.87,5.34,7.34,9.18,5,3,7.44,0
56.84,5.76,8.56,9.57,2,3,8.75,0
97.51,6.71,5.73,5.18,3,2,1.09,0
72.3,4.13,7.11,3.74,5,1,9.7,0
59.26,7.0,4.19,4.99,3,2,4.07,0
77.1,8.64,4.93,4.66,3,3,9.91,0
93.65,8.32,8.16,3.41,5,4,3.27,0
86.61,4.08,7.83,6.86,5,5,5.24,0
90.33,4.04,5.75,5.81,2,4,4.19,0
82.94,4.88,5.88,8.93,4,4,4.2,0
84.61,5.53,6.67,2.26,1,5,8.58,0
92.46,5.86,4.0,7.15,5,2,7.72,0
62.48,7.76,5.21,8.1,5,1,9.93,0
74.47,3.4,5.04,8.08,3,4,6.52,0
61.06,3.24,5.25,9.09,4,1,5.17,0
99.38,5.74,8.03,7.83,5,3,1.81,0
97.2,7.88,5.4,9.42,4,4,9.97,0
51.97,4.35,4.96,4.66,1,3,5.96,0
85.28,7.49,6.52,6.03,3,2,7.3,0
96.26,4.82,8.33,2.11,2,4,4.66,0
59.03,9.2,5.21,2.06,1,3,5.93,0
78.4,9.27,4.39,3.92,4,3,9.48,0
95.77,5.08,5.78,2.81,4,2,2.5,0
51.7,4.61,7.74,4.08,1,1,3.63,0
84.87,5.88,6.75,3.42,4,1,2.37,0
64.87,4.68,8.08,2.23,2,4,8.13,0
96.22,7.71,8.8,9.27,2,2,1.56,0
98.55,8.78,7.96,2.07,4,4,1.73,0
97.21,7.71,7.02,7.89,4,1,3.69,0
73.71,8.77,6.47,3.22,2,2,5.63,0
93.1,5.78,4.2,9.3,4,5,4.66,0
92.23,4.09,8.92,9.14,5,2,1.4,0
65.96,8.17,5.92,7.23,3,2,9.62,0
91.45,5.52,4.76,7.38,5,5,9.58,0
51.85,7.7,7.33,2.04,4,3,3.51,0
79.81,4.89,5.42,9.88,4,3,7.58,0
61.5,3.57,6.93,9.02,3,3,6.21,0
56.03,9.95,6.93,9.16,4,1,3.14,0
53.85,4.09,6.23,7.27,3,2,3.36,0
84.81,9.92,8.18,4.76,2,5,5.42,0
66.99,9.84,5.32,9.15,3,1,4.77,0
86.24,8.56,6.24,4.33,3,5,3.62,0
53.27,7.62,6.69,6.5,5,1,8.27,0
65.76,7.04,7.32,2.8,4,1,5.33,0
76.97,9.06,7.92,9.38,2,1,6.89,0
89.54,5.03,5.97,3.13,1,5,2.7,0
65.94,6.27,7.23,3.8,3,4,5.8,0
81.29,7.34,4.75,6.47,1,1,3.86,0
94.3,5.88,8.66,8.11,4,3,5.74,0
80.79,5.99,5.92,6.95,3,2,8.03,0
61.65,5.31,7.65,3.86,1,4,7.92,0
51.22,6.95,4.1,2.01,5,4,4.19,0
93.5,8.95,5.03,8.06,1,5,7.25,0
51.06,4.41,6.44,9.88,5,4,9.47,0
93.74,9.54,8.39,8.48,2,5,6.63,0
76.45,7.82,6.64,5.68,4,5,2.34,0
96.95,8.76,8.65,9.23,1,3,7.12,0
89.94,6.89,6.42,5.28,3,1,1.94,0
99.9,8.46,6.45,6.2,4,4,8.85,0
67.54,3.11,4.6,5.82,1,1,5.65,0
88.36,8.73,8.01,5.58,3,1,4.47,0
70.1,3.28,5.23,8.2,3,1,1.51,0
73.99,9.23,8.5,6.21,3,5,4.43,0
81.38,9.94,8.55,4.53,3,1,9.13,0
93.68,5.06,8.72,4.07,1,4,1.19,0
99.2,4.47,6.6,2.3,2,5,5.27,0
88.41,8.36,7.39,6.67,5,4,9.38,0
70.89,4.77,7.89,3.84,5,5,4.55,0
71.07,9.06,4.66,3.19,5,2,4.85,0
86.88,3.72,7.0,7.23,2,2,6.21,0
61.94,3.88,4.17,7.45,3,2,5.17,0
55.52,9.85,6.49,8.02,3,2,2.52,0
67.73,7.72,4.77,6.03,4,5,1.17,0
64.36,8.93,4.91,9.15,5,1,6.49,0
